ad_id,spend,impressions,clicks,installs,trials,adj_trials,init_purch,trial_converts,campaign_name,ad_name,format,category,concept,creator_name,first_date,last_date,active_days,bucket,clean_name,c1,ipm,tpi,cpft,ctr,meta_paid_obs,ssot_trials,ssot_paid,ssot_ltv,af_installs,af_trials,af_trials_annual_reg,af_trials_annual_plus,af_trials_monthly,sp,phase,p1_point,p2_point,ltv_cac,ltv_cac_lo,ltv_cac_hi,days,signups,cpi,cps,EI,spend_per_day,SI,SP2,on_target,p1,sp2_winner,sp2_phase
120245149824260167,6.94,2085,18,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1_ugc_c2_video_c3_ugc_c4_problemsolution_c5_ongoing_c6_ai-gen_c7_painpoint_c8_thefixforenglishbrainfreeze-1direct -winning,,,,,2026-06-01,2026-06-03,3.0,Winning,c1_ugc_c2_video_c3_ugc_c4_problemsolution_c5_ongoing_c6_ai-gen_c7_painpoint_c8_t,Untagged,0.0,0.0,,0.0086330935251798,0.0,3.0,1.17,120.4,4.0,4.0,2.0,2.0,0.0,1.043257922618918,Pause,False,False,14.048,0.0,55.273,3,0.0,,,,2.3133333333333335,0.25,,True,False,False,No installs yet
120245417330630167,721.98,132574,4335,78,24,38.52,11,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:atiendai_c7:valueprop_c8:speak-with-me-conv-winning,video,productdemo,valueprop,atiendai,2026-06-01,2026-06-07,7.0,Winning,influencer – atiendai – valueprop,video_c2,0.588350656991567,0.1810309713820206,30.0825,0.0326987192058774,11.0,30.0,11.77,1216.0,178.0,46.0,34.0,6.0,4.0,5.027396748021617,Phase 2 Winner,True,True,2.364,1.262,3.848,7,42.0,9.256153846153847,17.19,1.6549916837028404,103.14,2.092815071686955,3.463591539169874,True,True,True,Scalable winner
120245417330640167,297.21,48971,1103,28,7,11.2,2,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:shasha77_c7:valueprop_c8:speak-with-me-conv-winning,video,productdemo,valueprop,shasha77,2026-06-01,2026-06-07,7.0,Winning,influencer – shasha77 – valueprop,video_c2,0.571766964121623,0.1429417410304057,42.45857142857143,0.0225235343366482,2.0,6.0,2.34,242.3,60.0,12.0,8.0,2.0,0.0,2.9414756286080985,Phase 1 Winner,True,False,0.862,0.0,2.115,7,14.0,10.614642857142856,21.229285714285712,1.443181635465977,42.458571428571425,0.8615274210588657,1.2433405525225192,True,True,False,"Efficient, unproven scale"
120245417330650167,780.52,115455,1630,57,17,27.36,5,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:illyandlean_c7:valueprop_c8:speak-with-me-conv-winning,video,productdemo,valueprop,illyandlean,2026-06-01,2026-06-07,7.0,Winning,influencer – illyandlean – valueprop,video_c2,0.4936988437053397,0.1472435147893118,45.91294117647059,0.0141180546533281,5.0,21.0,8.24,851.3,124.0,41.0,21.0,12.0,6.0,3.212806574879268,Phase 2 Winner,True,True,1.328,0.572,2.404,7,39.0,13.693333333333333,20.013333333333332,1.11870917515521,111.50285714285714,2.262505913949281,2.531086124777985,True,True,True,Scalable winner
120245841850380167,29.48,7835,152,1,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!na_c2!image_c3!influencer_c4!valueprop_c5!ongoing_c6!charliecareer_c7!valueprop_c8!foreign-company-scenarios-winning,,,,,2026-06-01,2026-06-03,3.0,Winning,influencer –  – valueprop,na_c2,0.1276324186343331,0.0,,0.0194001276324186,0.0,2.0,0.77,79.9,10.0,4.0,2.0,0.0,0.0,1.5652337387594524,Mid-Tier,False,False,2.866,0.0,9.397,3,1.0,29.48,29.48,0.5196356051037543,9.826666666666666,0.25,0.12990890127593857,True,False,False,Pause
120245842589820167,0.76,345,1,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!howhowhasfriends_c7!valueprop_c8!comic-con-short-winning,,,,,2026-06-01,2026-06-01,1.0,Winning,influencer – howhowhasfriends – valueprop,na_c2,0.0,0.0,,0.0028985507246376,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2016371504917456,Pause,False,False,0.0,0.0,0.0,1,0.0,,,,0.76,0.25,,False,False,False,No installs yet
120245842877290167,2.9000000000000004,175,7,3,0,0.0,0,1.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!howhowhasfriends_c7!valueprop_c8!speak-system-introvert-winning,,,,,2026-06-01,2026-06-01,1.0,Winning,influencer – howhowhasfriends – valueprop,na_c2,17.142857142857142,0.0,,0.04,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.5621531201560752,Mid-Tier,False,False,0.0,0.0,0.0,1,0.0,0.9666666666666668,,15.847094108750355,2.9000000000000004,0.25,3.9617735271875887,False,False,True,Scalable winner
120245867679760167,2.04,811,5,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!product_c8!maycourse-upgrade-1200x628,,,,,2026-06-01,2026-06-01,1.0,Testing,generic – na – product,static_c2,0.0,0.0,,0.0061652281134401,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.32221598570946,Pause,False,False,0.0,0.0,0.0,1,0.0,,,,2.04,0.25,,False,False,False,No installs yet
120245867679860167,1.51,787,7,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!product_c8!career-interview-14days-1080x1080,,,,,2026-06-01,2026-06-01,1.0,Testing,generic – na – product,static_c2,0.0,0.0,,0.0088945362134688,0.0,2.0,0.77,79.5,12.0,5.0,3.0,0.0,0.0,1.4286455602932324,Mid-Tier,False,False,55.777,0.0,180.237,1,0.0,,,,1.51,0.25,,True,False,False,No installs yet
120245867679870167,0.5399999999999999,313,0,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!product_c8!maycourse-newcourse-1080x1080,,,,,2026-06-01,2026-06-01,1.0,Testing,generic – na – product,static_c2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pause,False,False,0.0,0.0,0.0,1,0.0,,,,0.5399999999999999,0.25,,False,False,False,No installs yet
120245867680560167,27.05,14573,91,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!career-computex-timelimited-1080x1350,,,,,2026-06-01,2026-06-02,2.0,Testing,generic – na – outcome,static_c2,0.0,0.0,,0.0062444246208742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5521258120470547,Pause,False,False,0.0,0.0,0.0,2,0.0,,,,13.525,0.33364786274183306,,False,False,False,No installs yet
120245867680580167,15.5,5874,50,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!product_c8!career-interview-stilltime-1080x1080,,,,,2026-06-01,2026-06-02,2.0,Testing,generic – na – product,static_c2,0.0,0.0,,0.0085120871637725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756066160714442,Pause,False,False,0.0,0.0,0.0,2,0.0,,,,7.75,0.25,,False,False,False,No installs yet
120245867682020167,1.4700000000000002,378,3,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!product_c8!maycourse-rookie-1200x628,,,,,2026-06-01,2026-06-01,1.0,Testing,generic – na – product,static_c2,0.0,0.0,,0.0079365079365079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6674140580564901,Pause,False,False,0.0,0.0,0.0,1,0.0,,,,1.4700000000000002,0.25,,False,False,False,No installs yet
120245867682590167,30.48,16930,86,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!product_c8!career-interview-blankmind-1200x628,,,,,2026-06-01,2026-06-02,2.0,Testing,generic – na – product,static_c2,0.0,0.0,,0.0050797401063201,0.0,1.0,0.38,39.8,8.0,2.0,2.0,0.0,0.0,0.4849542389256763,Pause,False,False,0.0,0.0,6.003,2,0.0,,,,15.24,0.375955151806694,,False,False,False,No installs yet
120245867684240167,0.8700000000000001,563,3,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!career-computex-showeng-1200x628,,,,,2026-06-01,2026-06-01,1.0,Testing,generic – na – outcome,static_c2,0.0,0.0,,0.0053285968028419,0.0,2.0,0.77,79.5,6.0,4.0,0.0,0.0,0.0,1.7524763478298762,Mid-Tier,False,False,96.213,0.0,318.342,1,0.0,,,,0.8700000000000001,0.25,,True,False,False,No installs yet
120245867700400167,1.85,886,1,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!product_c8!career-computex-1080x1080,,,,,2026-06-01,2026-06-01,1.0,Testing,generic – na – product,static_c2,0.0,0.0,,0.0011286681715575,0.0,1.0,0.38,39.8,4.0,2.0,2.0,0.0,0.0,0.1428816521614589,Pause,False,False,0.0,0.0,98.259,1,0.0,,,,1.85,0.25,,False,False,False,No installs yet
120245867702310167,26.14,14445,88,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!product_c8!maycourse-newcontent-1200x628,,,,,2026-06-01,2026-06-12,4.0,Testing,generic – na – product,static_c2,0.0,0.0,,0.006092073381793,0.0,2.0,0.78,80.4,10.0,4.0,4.0,0.0,0.0,0.5257482049265054,Pause,False,False,3.185,0.0,10.264,4,0.0,,,,6.535,0.25,,True,False,False,No installs yet
120245867742990167,387.25,172710,1323,3,2,5.07,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!painpoint_c8!career-computex-blankmind-1200x628,,,,,2026-06-01,2026-06-02,2.0,Testing,generic – na – painpoint,static_c2,0.0173701580684384,0.0115801053789589,193.625,0.0076602397081813,0.0,6.0,2.32,240.2,28.0,12.0,10.0,2.0,0.0,1.902256020735192,Mid-Tier,False,False,0.55,0.0,1.496,2,3.0,129.08333333333334,129.08333333333334,0.11867417150516729,193.625,4.0,0.47469668602066917,False,False,False,Pause
120245904196600167,3.16,1084,12,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!handwritingnote-career-1200x628,,,,,2026-06-01,2026-06-01,1.0,Testing,generic – na – valueprop,static_c2,0.0,0.0,,0.011070110701107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7419913612530359,Pause,False,False,0.0,0.0,0.0,1,0.0,,,,3.16,0.25,,False,False,False,No installs yet
120245904237110167,67.53,24757,195,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1_ugc_c2_video_c3_ugc_c4_productdemo_c5_ongoing_c6_rhea_c7_speakmethod_c8_newyorktimeshook,,,,,2026-06-01,2026-06-02,2.0,Testing,c1_ugc_c2_video_c3_ugc_c4_productdemo_c5_ongoing_c6_rhea_c7_speakmethod_c8_newyo,Untagged,0.0,0.0,,0.0078765601648018,0.0,3.0,1.17,120.8,4.0,4.0,4.0,0.0,0.0,0.5411314924241456,Pause,False,False,1.41,0.0,5.159,2,0.0,,,,33.765,0.8329478806268387,,True,False,False,No installs yet
120246000716790167,65.82000000000001,19591,583,3,0,0.0,0,0.0,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:shasha77_c7:valueprop_c8:speak-with-me-conv-scaling,video,productdemo,valueprop,shasha77,2026-06-01,2026-06-02,2.0,Scaling,influencer – shasha77 – valueprop,video_c2,0.1531315399928538,0.0,,0.0297585626052779,0.0,1.0,0.38,39.8,16.0,2.0,2.0,0.0,0.0,1.2066271679026033,Pause,False,False,0.0,0.0,2.825,2,2.0,21.94,32.910000000000004,0.6982159361193563,32.910000000000004,1.3683991683991685,0.9554381063487741,False,False,False,Pause
120246000716800167,95.2,27933,546,9,0,0.0,0,0.0,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:atiendai_c7:valueprop_c8:speak-with-me-conv-scaling,video,productdemo,valueprop,atiendai,2026-06-01,2026-06-02,2.0,Scaling,influencer – atiendai – valueprop,video_c2,0.3221995489206315,0.0,,0.0195467726345183,0.0,2.0,0.77,79.5,24.0,2.0,2.0,0.0,0.0,1.3794091415199303,Pause,False,False,0.886,0.0,2.854,2,5.0,10.577777777777778,19.04,1.4482113313668916,47.6,1.9792099792099793,2.866314319046322,True,False,True,Scalable winner
120246000716810167,15.19,3859,189,0,0,0.0,0,0.0,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!howhowhasfriends_c7!valueprop_c8!speak-system-introvert-scaling,,,,,2026-06-01,2026-06-01,1.0,Scaling,influencer – howhowhasfriends – valueprop,na_c2,0.0,0.0,,0.0489764187613371,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.7241669992430925,Pause,False,False,0.0,0.0,0.0,1,0.0,,,,15.19,0.6316008316008316,,False,False,False,No installs yet
120246000716820167,1577.43,454753,5680,98,0,0.0,0,0.0,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,c1:ugc6_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:qing_c7:englishintrovert_c8:na-scaling,video,problemsolution,englishintrovert,qing,2026-06-01,2026-06-02,2.0,Scaling,ugc – qing – englishintrovert,ugc6_c2,0.2155016019685411,0.0,,0.0124902969304215,0.0,5.0,1.94,200.1,240.0,10.0,8.0,2.0,0.0,0.7327727312199508,Pause,False,False,0.118,0.0,0.323,2,53.0,16.09622448979592,29.762830188679246,0.951705019283867,788.715,4.0,3.806820077135468,False,False,False,Watch
120246000716910167,118.89,22937,336,8,0,0.0,0,0.0,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:illyandlean_c7:valueprop_c8:speak-with-me-conv-scaling,video,productdemo,valueprop,illyandlean,2026-06-01,2026-06-02,2.0,Scaling,influencer – illyandlean – valueprop,video_c2,0.3487814448271352,0.0,,0.0146488206827396,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.9057119421013874,Pause,False,False,0.0,0.0,0.0,2,5.0,14.86125,23.778,1.0307920019149586,59.445,2.4717255717255715,2.5478349502633972,False,False,True,Scalable winner
120246001466140167,22.95,4471,191,0,0,0.0,0,0.0,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:shasha77_c7:valueprop_c8:speak-with-me-conv-scaling,video,productdemo,valueprop,shasha77,2026-06-01,2026-06-02,2.0,Scaling,influencer – shasha77 – valueprop,video_c2,0.0,0.0,,0.0427197494967568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7426649319235213,Pause,False,False,0.0,0.0,0.0,2,0.0,,,,11.475,0.47713097713097713,,False,False,False,No installs yet
120246001466150167,10.47,1831,154,0,0,0.0,0,0.0,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,c1!na_c2!video_c3!influencer_c4!productdemo_c5!ongoing_c6!howhowhasfriends_c7!valueprop_c8!speak-system-introvert-scaling,,,,,2026-06-01,2026-06-01,1.0,Scaling,influencer – howhowhasfriends – valueprop,na_c2,0.0,0.0,,0.0841070453304205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5574611199832684,Pause,False,False,0.0,0.0,0.0,1,0.0,,,,10.47,0.43534303534303537,,False,False,False,No installs yet
120246001466160167,14.22,3244,60,0,0,0.0,0,0.0,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:illyandlean_c7:valueprop_c8:speak-with-me-conv-scaling,video,productdemo,valueprop,illyandlean,2026-06-01,2026-06-02,2.0,Scaling,influencer – illyandlean – valueprop,video_c2,0.0,0.0,,0.0184956843403205,0.0,2.0,0.77,79.5,4.0,4.0,2.0,2.0,0.0,0.7160635512002276,Pause,False,False,6.001,0.0,20.818,2,0.0,,,,7.11,0.29563409563409565,,True,False,False,No installs yet
120246001466170167,197.22,46729,1363,7,0,0.0,0,0.0,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,c1:ugc6_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:qing_c7:englishintrovert_c8:na-scaling,video,problemsolution,englishintrovert,qing,2026-06-01,2026-06-02,2.0,Scaling,ugc – qing – englishintrovert,ugc6_c2,0.1497999101200539,0.0,,0.0291681824990905,0.0,2.0,0.77,79.9,38.0,4.0,4.0,0.0,0.0,0.6576250507852004,Pause,False,False,0.424,0.0,1.382,2,4.0,28.174285714285713,49.305,0.543717693282683,98.61,4.0,2.174870773130732,False,False,False,Pause
120246001466180167,13.02,3181,44,1,0,0.0,0,0.0,tw_meta_standard-aem_ios_tw-en_pros_trial_ongoing_no-disc_scaling,c1:video_c2:video_c3:influencer_c4:productdemo_c5:promo_c6:atiendai_c7:valueprop_c8:speak-with-me-conv-scaling,video,productdemo,valueprop,atiendai,2026-06-01,2026-06-02,2.0,Scaling,influencer – atiendai – valueprop,video_c2,0.3143665513989311,0.0,,0.0138321282615529,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.8004242354133092,Pause,False,False,0.0,0.0,0.0,2,0.0,13.02,,1.1765635667018954,6.51,0.27068607068607065,0.31847936878292465,False,False,False,"Efficient, unproven scale"
120246005436870167,0.01,1,0,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!plancomparison-1080x1080,,,,,2026-06-01,2026-06-01,1.0,Testing,generic – na – outcome,static_c2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pause,False,False,0.0,0.0,0.0,1,0.0,,,,0.01,0.25,,False,False,False,No installs yet
120246005441450167,214.55,95716,517,5,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!2200sentences-career-1200x628,,,,,2026-06-01,2026-06-02,2.0,Testing,generic – na – outcome,static_c2,0.0522378703665009,0.0,,0.0054013957958961,0.0,2.0,0.77,79.5,38.0,4.0,4.0,0.0,0.0,0.2973133790959529,Pause,False,False,0.396,0.0,1.271,2,3.0,42.910000000000004,71.51666666666667,0.35699971191933527,107.275,2.646364101710177,0.9447512219442036,False,False,False,Pause
120246005442010167,302.26,142908,902,5,2,5.07,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!outcome_c8!3750sentences-career-painpoint-1200x628,,,,,2026-06-01,2026-06-02,2.0,Testing,generic – na – outcome,static_c2,0.0349875444341814,0.0139950177736725,151.13,0.0063117530159263,0.0,2.0,0.78,80.2,14.0,4.0,2.0,0.0,2.0,1.2169028468372218,Pause,False,False,0.245,0.0,0.873,2,2.0,60.452,151.13,0.25340530732579036,151.13,3.728221922083048,0.9447512219442037,False,False,False,Pause
